Fic number,Character name,Times mentioned
0,"offered.‘Well,well,lookyhere,mister-I-threw-a-fit-when-Armagedon-has-been-averted.’‘ThatwastheGreatWarbetweenHeavenandHell!Ourgreatestswornenemy!Thisisamongourselves–it’snotthesamethingbyalongshot!’TheironyabouthimactuallythinkingofdiscorporatingtwoangelsearliertoprotectacertainPrinceofHellwascompletelylostonhim.",1
0,ssmilewidenedasthecatthatgotthecanaryandpulledoutafilefromhisleatherbriefcase.,1
0,"wonderedifithadpoisonededgesorwhateverotherstupidstuffthosepeoplecameupwithinthosemovies.Heopeneditandstared._Nono,thiswasfarmoredangerousthanthat_.Helookedatthemboth,wideeyedandmouthagape.‘IdidsayPravuildeleteditfromtherecords.Ididn’tsaythatIhaven’tmadecopiesofit.’Hestareddownatthepicturesandfoughthishardestnottothrowup._Whatexactly_,hewasstillunsureofsincethelastgrossmatterhehadingestedhadbeenthatcocktailfivedaysago.‘Andyoumeantousethisas…’‘",1
0,"Thisisbribery,plainandsimple.’‘",1
0,"tlookatme,Gabriel,",1
0,saidwithahurtexpression.‘I’mreallynoton-boardwiththisbutwedoneedyou.’ThePowersthat,1
0,"decidedthatthiswasthebestpossiblemomentforhisphonetostartringing.HeonlygotcallsfromUpstairsnowadaysso,ontheonehanditmadeperfectsensetoansweritorotherwisetheywouldgetfunnyideas;ontheother,thiswastheabsoluteworstmomenthisphonecouldring.Ever.Hetookitoutandstaredintentlyatthescreenbeforedecidingwhattodo.Forsomereasonitbuzzedslightlymorethanusual.‘",1
0,"onthen,",1
0,urged.,1
0,"pickedupthephone.‘_Oh,hithere,youwanker.Wasjustthinkingaboutourlastmeetupandthoughttocheckuponyou,maybemakesomeplansfor…nexttime.Isthisabadtime?_’",1
0,",no.’",1
0,tookthephonefromGabriel’slimphandandplaceditnearhisear.‘,1
0,".Apleasure,asalways.ButlikedarlingGabeoverheresaid,notidealtiming.",1
0,"’Hethenplacedthephonesquareinthemiddleofthetable,hishandstillhoveringoveritslightly.‘Soareyouinorareyouout?’‘I…’",1
0,"stammeredashewaslookingdownatthephone.‘God!Wedon’tcareifyoushagadifferentdemoneverynight,maybehavealovelyloveaffairwithLuciferhimself,even.SodowhateveryouwantwithBeelzebub,it’snotevenaboutthat.It’saboutwhathappensbackhome.Inorout,Gabe?’‘I…Lucifer’sgone…’hesaidatalossofanythingelsetosay.‘He’s_what_?’",1
0,exclaimedandnearlyshotupfromherseat.‘,1
0,",thisissomuchworsethanwethought…’‘Iknow.AndthisiswhyIneedthatanswer,Gabriel,",1
0,"saidashewavedthefileabout.‘So,areyou-’‘In.In.I’min.’‘WhatIdon’tunderstandiswhysendGabrieldownthereinthefirstplace?’",1
0,"askedasheblewinhiscupoftea,tookasipandthenproceededtoburnhistongueanyway._Itdidn’tmatter_.Thatthingwouldtastelikewetcardboardeitherway.‘What_I_don’tunderstandiswhywehavetolistentobloodyMichael!We’rethehighestchoirofangels,forcryingoutloud!’",1
0,"addedasshelookedatPravuilwithaslightlyraisedeyebrow.Shewasthepictureofdivinegrace,withlongsilveryflowinglocks,thecolourofmoonlightitselfandwithdeepblueeyes,sodarktheyresembledthedeepestwatersoftheocean.Or,_had_beenthepictureofdivinegrace,upuntiltwosecondsagowhenshesippedhercoffeeandscowled.‘Whoevenbringsthisawfulshitein?’sheaddedlookingdownatthemugwithdeepdisgust.Shewas,_however_,notthesoundtrackofdivinegraceasshehada…let’ssay…_colourful_approachtolanguageatthebestoftimes.‘That’sprobablyCahethal.Hislotisinchargeofthat,’Zaphielsaidonareprobatorytone.Itwasprobablyabouttheswearing._Ittendedmoreoftenthannottobeabouttheswearing._‘Mmmhm,",1
0,repliedintelligentlyasshefinishedslurpingoverhercupofinstantnoodles.‘,1
0,",andthoselookfuckingdisgusting,",1
0,"Theywereallinthebreakroomandponderingoverthequalityofthefoodanddrinks._Well,ZaphielandSeraphielwere_,atleast.",1
0,likedhernoodleswellenoughandshealwayshadavastsupplyofthemaroundseeingasshewasprobablytheonlyangelthatactuallythoughtthemtobeatalledible.Andshedidknowbetterthantoactuallytrythetea–pre-packaged;orthecoffee-instant;sotherewasnotmuchponderinggoingonherpart.Sheonlyshruggedinreturnwithherbrowsknittedoverinthoughatthepreviousquestions.Shelookedatthetwoangelsbeforeherandwonderedifshecouldtrustthem.Butseeingastheyweretheonesmostimpactedby,1
0,"ssuddenpower-grab,shesupposedsheshouldtryto,atleast.‘Ithinkthereinliestheproblem,’shesaidasshechewedonthenoodlessomemore.Shrimp-flavoured._Herfavourite_.Shewouldhavebeenverysadwereshetofindoutthatthosenoodleshadneverseenashrimpintheirlife,orevenheardwhatthosewere,forthatmatter.Andthattheytastednothinglikeshrimptobeginwith.‘Withthenoodles?",1
0,"asked,confused.‘Notwiththefuckingnoodles,_obviously_!Ithinkshewastalkingaboutthe..._youknow_...importantbits,",1
0,scoffedsomemoreasshepouredhercupofcoffeedownthedrain.‘Thistasteslikesoddingsewagewater.’‘Iwas.You’rebothaboveMichael.Inrank.ButtheArchangelsalwayssawthemselvesasLordand,1
0,"s…um…dangeroustalk,",1
0,"saidashebithislip.HewastheheadoftheCherubimandallinallawonderfulchap,butawfullyfretfulatalltimes.HewasdarkblondeandhadamassofcurlsthatwouldputmostRenaissancepainterstoshame._Theydamnwellshould_sincehewastheinspirationmaterialtobeginwith.Andhewasrathershortandplump,asanyproperCherubshouldbe.Hewasalsoveryopinionatedandhadhad,overtheages,alotofdebateswithPravuilherself._Debatesthatshehadlostmostofthetime_,despitehersuperiorknowledge._Hewasjustveryconvincing_,that’sall.AlotofspatswithSeraphielaswellseeingastheywerebothvery_very_bored.Iftheangelsunderyourcommandaretaskedwithsittingaround–orflyingaround,inSeraphiel’scase–",1
0,"sthronewhilesingingHerpraises,thefactthatthere’snoGodaroundanymoresortofleavesyououtofajob.Alotoftimeformindlesssquabblesclearsuponyourcalendar.‘",1
0,",Ididn’tmeantoimplyanything,I’llleaveyoutwobe.IhavethingstodobackintheArchives,anyway,",1
0,backpedalledassheknewshehadputherfootinhermouthandthiswasbetterleftunspoken.,1
0,"snappedherfingersandthedoorofthebreakroomswungclosedwithaloudthud.Andthentherewastheclickofalock.‘Sityourarsedown,",1
0,",_really_?Againwiththeswearing?’‘What?Saying‘arse’?That’sapartofanatomy,notfuckingswearing._Well_,thatlastbitwas.Butenoughwithyourlittleconsternations.You’veknownmeforalongwhile.YouknowIswear.Bloodygetusedtoit.’Shecrossedherarmsoverherchestandthrewapointedlookatoneofthechairs.‘Fine!_Sheesh_,youwouldthinkonecouldleaveanangeltofinishtheirnoodlesinpeace,’",1
0,"putthecupdownonthecounter-topandliftedherhandsupindefeat.Thenshewentovertothetableandthrewherselfdownononeofthechairswithmoreforcethanactuallynecessary.‘_So_?’‘Sowhat?Youweretheonewithallthequestions.’‘Um...yeah,butyou’retheonewhoactuallygetstoseethoseblastedFiles.Sospillit.’Shelookedwithapprehensionatthetwoofthemandtookamomenttodecidehernextmove._Fuckit!_–herbrainprovidedasapparentlyallofhercommonsensedecidedtotakeavacationonatropicalislandorsomething.‘Fine!They’replanningonmakingGabrielFall.’‘WhatevertheHellfor?Imeanhe’sabloodysod,butthat’sabitharsh.’‘I’mtryingtofigureitoutmyself.Theofficialreasonwouldprobablybethathe’sfr…_well_,I’msurethey’llthinkofsomething,’shestoppedherselfshort.Shedidn’tknowhowmuchtrustshecouldputinthetwo._YouneverknewthatinHeaventhesedays_.ShewouldalsokeepquietaboutRaphaelandJophiel.Shedidn’tfeellikeincriminatingmorepeopleiftheyplannedtoFallheroranything.‘I’mlookingforthe_real_reason,though.AndItriedgoingbackinthelogsasfarasIcouldbutthere’snomentionsofthefirstFall,youknow?Ifindthathighlysuspicious.’_Itwasindeedsuspicious_.ShewastheonlyangelwithcompleteauthorityovertheArchivesevenifshewasjustaThroneherself.Butsheshouldhavehadaccesstothosefilesanddidn’t.Itlookedliketheyneverexistedinthefirstplace.Whichhadstruckherasoddatfirst._Somethinglikethatshoulddefinitelyberecorded_.Butthenshedugupsomemoreanditlookedliketheyhadbeendeleted._Whichwasdoubleoddsinceshewouldhaverememberedthat,wouldn’tshe?_‘Yeah,thatsoundsfishyasfuck,",1
0,commentedwithherhandsfirmlyplacedonherhipsbynow.Shedidn’tpay,1
0,"switheringglareanymind.‘Yes,Isupposeitdoes,’",1
0,"admittedlookingslightlyguilty.‘Itstilldoesn’texplaintheabsolute…travestyhappeningnowadays.’_Travesty_.Damn,shehadthem!_Bothofthem_.Shehadtriedtofindpowerfulalliesforthelasttwomonths.SheonlygottoRaphandJoph.And,_well_,havingboththerulersoftheSeraphimandCherubimonyoursidehadtocountforsomething.Shethrewthemawidesmile.Theyeyedeachotherwithaslightlyraisedeyebrowandexchangedaveryloadedlook.",1
0,"wonderediftheywentatitbehindcloseddoors._Mostprobably.__Werethoseclouds?Wasthat…wasthatmusic?__Theyfrownedforabitandopenedtheireyes.Indeedtheywereperchedatopacloud.Theycouldseeangelswithharpsflyingaboutlikethiswassomedamndaybeforecreationitself.TheyhadsomehowbeenkidnappedandtakentoHeaven.Exceptitalllookedwrong.Nowadaysitwasallcorporatebullshitandthree-piecesuits.Whileinthisparticularsituationalloftheangelswerewearinglongbillowyrobes.__Theylookeddownatthemselveslookingforanythingtheycouldbrandishasaweaponbeforeitwastoolate.Theyknewtheycarriedashivcarefullytuckeredinahiddenpocketontheirthigh.Youcouldneverbetoocarefulsurroundedbyallofthosebastards.Theywere-_surprised_\-wasputtingitmildly,torealisetherewasnotonlynoshivbutactuallynotightleathertrouserstobeginwith.Theywereinsteadcladinsomesilveryrobesadornedwithintricatepatterns.Theyscowled.Thesilverpatternsalsocoveredtheirbarearms._Thiswassomebullshit_,righthere.__‘Hellothere,’theycouldhearacheeryvoicebehindthembutwhentheyturnedaroundtotellwhoeveritwasthatspoketosodofftheyonlymetkind,forget-me-noteyesandawidesmile.__‘YoulookedlonelysoIthoughI’dsayhi.NotallofushavebeenassignedaproperfunctionyetsoI’vebeenflyingaroundmakingsuretheydon’talldespairbeforetheygetaposition.’__Theylookedatthenewcomerassuddenunderstandingseemedtowashoverthem._Shit!_Thiswassomedamndaybeforecreationitself._Buggerthemforalark_,theymustbedreaming!Buttheyneverdreamed._Firsttimeforeverything,huh_,theysupposed.WhatwiththefailedApocalypseandallofthat.__‘Whatisyourname,Archangel?",1
0,s,1
0,"_Theireyesmusthavebeenaswideassaucers.Ashiverwentdowntheirspine._Thiswasn’tright…anArchangel?Really?_Theyglanceddownattheirhandssomemore.Thentheyfeltasharppaincoursethroughoneoftheirtemplesastheystruggledtoreplytothatquestion.Astheystruggledtoremember.__‘Vretiel,’theysaidwithagasp.‘",1
0,",istheresomethingonmyface?’__‘Whatcanyoupossiblymean?Ofcoursethereis,silly!ThemarksofGodsgrace.They’reallsilveryandratherlovely.’__‘Silvery.Right,_right._’__‘Issomethingthematter?Ilikemygoldenoneswellenoughbutsilverisjustasnice.’__‘Yeah,right.That.Aremyeyesallweird?’__‘What?’__‘Weirdeyes?’__‘Um…inthemannerthatalleyesareweird…?’__‘Fangsthen?’__‘Whatareyouonabout,Vretiel?You’reactingratherweird.’__‘Sharplyfiledteeth,hundredsofthem.’__‘Wha-Godno!’theotherangelraisedherglanceupwardsandpresentedasmallapologeticsmile.‘",1
0,"todisturb,God.Justtakenbysurprise,that’sall.Youhavetherightamountofteeth,",1
0,"saidasshestartedcountingteethonherfingersbutgaveupwithanotherbrightsmilequickenough,‘howevermanythoseshouldbe.’__‘Ineed…Ineedamirror.’__‘Whatarethose?’__‘Huh,Isupposedtheyhaven’tbeeninventedyet.’__‘Youareanoddone,Vretiel,I’llgiveyouthat.Takecare.I’lltalktoyousoon,",1
0,saidasshesqueezed,1
0,sshoulderwithanotherbrightsmile._***,1
0,"wokeupwithayelp.Although,_tobefair_,thatwasmorebecausetheirchairthattheyhadbeencasuallybalancingononlytwolegswhiletheirownfeetweresittingcrossedoverthedeskgavewayunderthem._Whiletheywerealsotakinganap_.Sothatwasentirelyonthem.‘Fuckingbollocks!’theyexclaimedastheymassagedasorebumandthebackoftheirheadthatwouldsurelyhaveaswollenbumpbytomorrow.‘Needanyhelp,m’lord?’‘Fuckoff,Eric.DoIneedtoputupasign?’‘Whatwouldbethepoint?’",1
0,askedashestuffedhisfacefullofsomethinggross-looking.‘Doyoumeantosayyou’llignoreitoryouwon’tknowhowtoproperlyreadit?’‘,1
0,",rude!’",1
0,"scoffedastheygottotheirfeetandthrewEricanoff-puttinglook._Ortheyhopeditlookedoff-putting._Ericdidn’tseemconvincedashesatcross-leggedonapileofwhatprobablywerealotofform9210-C’s.Dagonwouldburnallofthoseifgiventhechance,butnow",1
0,"wasdrippingfatalloverthem.Andtheyhadtoatleastlookliketheyhadsomekindofauthority._Appearencessake_,theysupposed.‘Whatareyoueveneating?’‘",1
0,.It’sverygood.Youshouldtryit.’‘You’redrippinggreaseallovermyfiles.Whichyoustillhaven’torganised,1
0,"movednotjusthisgaze,buthiswholeheadinthedirectionofthebucketsittinginthecorneroftheroomandraisedaneyebrow.Itwasperchedonamountainoffilesandoneofthepipesaboveitwasconstantlydrippinginitmakingoneofthoseconstantbackgroundnoisesthatyoueithergotaccustomedtoorranmadhearingit.ItwasliketheChinesedrop,minusthefactthatyoursufferingnevergottoend.Alsoitonlytookalimitedamountoftimeforanyvictimtobedriveninsanebythatparticulartorturemethod.",1
0,waseternalsothetimewasnotatallthatlimited.,1
0,justtuneditout.Theotherdemonsweren’tsoskilledindoingthatsotheymostlyleftthemandtheArchivesbe.,1
0,justhadaveryshortattentionspansohedidn’tminditmuchsohecametopesterthemrathertoooftenfor,1
0,"sliking.Ontheotherhand,hewasratherusefulinorganisingthefiles,especiallywhenthereweretenofhimaround.‘Yeah,that’sjusthowthingsare,Ican’tjustgototheDarkCouncilandaskthemtofixthepipes,nowcanI?’_Althoughnotforlackoftrying.Therehavebeenquitealotofmemos.Theywereallsittinginaboxononeofthedesks._‘IcanhowevertellyoutostopeatingthatdisgustingshitinmyArchives.Andtakeyourfeetoffthebloodydesk,’theysaidastheyswattedathisfeet.‘_Hey_,youweredoingthesamethingearlier!’‘_My_Archives._My_files.ItreatthemhoweverIwantto,and,forthelasttime,stopeatingthat!’Ericgrinnedatthemandstuffedhisfacefulloftheresttheoffendingroll.Somemoregreasedrippedonthefiles.",1
0,"sighedandsnappedtheirfingers.‘_Oh,notfai_-’",1
0,wassilencedashewasengulfedinHellfire.,1
0,"sighedagain,thistimealittlemorecontentandmadetheirwaytothecoffeemakerinthebackroomthatdidn’tworkmoreoftenthannot,and,evenwhenitdid,itrequiredacoupleofhardsmacksanditonlyservedsomethingresemblingmud-water._Eh_,theywereusedtoitbynow.Theystartedponderingoverthedream._Wasitadream?Amemory?Bitofboth?_Thatangelseemedveryfriendly.Andtheyhadfeltanelectriccurrentthroughtheirwholebodywhenshetouchedtheirshoulder._Howdidtheyremembertheirname?Wasiteventheirrealname?Wasitadelusion?_Theybroughtdowntheirfistacoupleoftimesontheantiquecoffee-menaceanditrumbledintoaction.Whichwastosayitstarteddrippingsomesludgeadropaminute._Notliketheyhadanythingbettertodothanwaitforwhateveritdesiredtoservetoday._Lasttimeithadwobbledabitinthemugandyouhadtoscoopitoutwithaspoon.Thetimebeforethatithadlookedlikethebottomofadinerfryingpanattheendofaverybusyweek._Youneverknewwhatyouweregoingtoget_.‘",1
0,",boss,Iwasthinking-’achipperlooking",1
0,appearedinthedoorway._Wastherenoendtothissuffering?,1
0,",ofcoursetherewasn’t.ThiswasHell._‘Forthelasttime,youtwat,Iamnotyourboss.Anddidn’tIjustfryyourightnow?TheymustbegettingawfullysloppyintheAllotmentDepartmentthesedays.Itusedtotaketwoweekstofillalltheforms.’‘Oh,thatmustbeanotherEric.Letmecheck,’hesaidashepulledoutagrubbylookingflip-phone.‘",1
0,",yeah.That’sEric57.’‘Howmanyofyouarethere?’‘",1
0,sincelord,1
0,"seemstofryalotofuswheneverhefeelslikeit.Let’scheck.Huh,374atthemoment,itseems.’‘Andyouallcometoannoyme.’‘Well,you’retheboss.’‘Iam_not_theboss.Imighthaveaskedsomeofyouonceortwicetoorganisethefiles.That’sit.’Ericproppedhimselfuponthebackroomcounterandopenedapaperbag.‘Whatis_that_?’‘Oh,it’sthisglorioushumaninvention.Burgerstheyarecalled.Thisisapparentlyabacondeepfriedone.Soundsdelicious,’",1
0,commentedgleefullyashedugin.Evenmoregrease.,1
0,"snappedtheirfingersagain.‘_Oh,comeo-_’TheysmiledwiththeirhundredteethastheyfriedthesecondEricforthedayand,cupof“coffee”inonehand,stalecrumpetintheother,theymadetheirwaybacktotheirdeskandsettledontheirchairbalancingitontwolegsyetagain._Theyneverlearned,didthey?_ThentheypickeduponeofthelatestmemosfromDCandperuseditwithascowl.It’squiteanintriguing,ifnothorrifying,picturetoimaginesomeoneinpossessionofasmanyteethasDagonactuallyhadwhilescowling._Onsecondthought,we'dbetternottrythatatall._‘Fuck!’",1
0,yelledandshethrewherphonedownasifthemeretouchburnedherhand.Likesomething,1
0,".‘_Fuck!_Aaaaargh!’ShehadjustwantedtoriletheArchangelup.Teasehimalittle._Keepthepotwarm,sotospeak_.Andshehadbeenratherbored._Insanelybored,whowasshekidding_.Beinganimmortalentitywithalotoftimeonyourhandsdoesthattoyou.Especiallyifyou’realoneonEarth.And",1
0,"wasbeingokay-ishenough.Inthewaythatanyangelcouldbeokaytoademon._That’showitstarted,atleast_.Butthenthestupidoafstartedgrowingonher.Itwascopiousfuntopresshisbuttons.Andhewasn’ttoobadtolookat.And,forsomereason,heseemedtocareaboutherwell-being.Therewasno-oneasidefromDagonwhoevercaredabouther.Shehadn’tplannedonspeakingtoanyotherangels,though.HadnointentiontobedraggedinHeaven’sdramasinceshehadherhandsfullwiththeoneinHellatthemoment._Whoevenwasthat?Hesoundedlikeapropersnob.DidtheirlittlefraternisingputGabrielatrisktoo?Wassheselfishforpermittingittogooninthefirstplace?_Shewantedtocallhimbackbutfearedthatwoulddomoreharmthangood.Soshefrettedforabitandthenpacedforanevenlongerbit._Whywassheevenworryingaboutthesod?_HewasanArchangel.Naturalbornenemyandallthatjazz.Theywouldhavefoughttothedeathfourmonthsago._Shouldhave_.Butshehadonlyspokentohimmaybetwotimesinthelast6000yearsandalwaysinanofficialcapacity.Shehadspokentohimmorethantentimesinthelastfourmonths.AnddidsomelewdthingsinabackalleyinWhitechapel.Therewasthataswell._Thathadbeennice.Okay,_not_nice_,sincedemonsdidn’tdonice._Hmm,sinful_.Thatwasit.Andheseemedsofamiliarsomehow…Herphonerang.‘Areyouokay?’shecouldhear",1
0,svoicefromthereceiver.‘,1
0,?,1
0,",youtosser?Whateven_was_that?AndhowdotheyknowIwastheonecalling?’‘ThatwasRaphael-’‘Hesoundslikeanevenbiggerwankerthanyou.’Gabrielsnorted._Atleasttheywereonthesamepageaboutsomething._Hedidn’tevencareaboutbeingcalledawankerif",1
0,"wasthebiggerone.ButthenhelethisinsaneamountsofhatredtowardsRaphaelpassandveeredhisthoughtstowardsthesituationathand._Whichwasratherdire._‘TheyknowbecausetheycheckedtheArchivesforsomereason.Andourlittlebackalley…_whateverthatwas_isnowsittinginafileinRaphael’sbloodybriefcase.’‘No.No_no_.Youdon’tgettogoandpointfingersaboutthat.Youwerequiteawillingparticipant,asIseemtorecall.Ididn’tforceyouintoanything.’‘No,didn’tforceme._Tempted_,morelike.’‘Oh…Isee.Thisishowwe’replayingit,huh?’shebittheinsideofhercheeksohardthatshedrewbloodtokeepherselffromscreaming.Shefeltthebuzzcomingandtherewasnostoppingit.‘Finethen.Bethatway.AndhereIwazzzactuallyworriedforyouforazecondthere.Truzzztmethere’snomoretemptingyouinto_“whateverthatwas”_comingfromme.WishyouashitrezzztofEternity.And,justsoyouknow,peopledon’tuzzzuallygiveintotemptationlikethatiftheydon’twantitinthefirstplace.",1
0,"fuckoff,wank-wing-’‘Wait!_Wait_,please!Ididn’tmeanitlikethat!Ireallydidn’t.Ijustmeantwe’dhavetobecareful.I’mnotsurewhythey’rekeepingtabsonyouandI’dhateforsomethingbadtohappentoyouthat’sall.Andiftheythinkademontemptedme…Idon’tknowwhatwouldhappentoyou.’‘Wouldprobablygetacommendationoutofmylot,’shesaidbitterlyalthoughtheybothknewthatwasn’ttrue.‘Howaboutyou,then?’Thebitterandangrytonewasstilltherebutatleastshehadn’thungupthephone.‘I’llbejustfine.I’m",1
0,".Whatcantheypossiblydotome?_Hah_.’Theybothknewthatthereweremanythingsthatcouldbedonetohim,butfailedtocommentonthattoo.Therewasapause.‘Socanwemeetup,please?Somewhereprivate.Or…well-hidden?’‘Yeah,whatever.Iknowaplace.I’lltextyoutheaddress.I’llgetthereateight.Makesureyouarriveatatleasteightthirty.’‘Um,yeah,sure.Whateveryousay.’‘Good,’sheaddedabittooharshlyandhungupthephone.***Itwastwentyminutespasteightand",1
0,"madehiswaydownthenarrowstaircaseintowhathecouldonlyassumetobea…_club-wasthatwhattheycalledthem?_Andthen-havingtotryandnavigatethroughacrowdofpeoplewhoseemedabittooinebriated,judgingbytheearlyhour,atleast-hetookalookaroundtheboothsonthefarsidelookingforBeelzebub.‘Overhere,yousod.’Hewashappytobecalledoutdespitethechoiceofnamesincehewouldn’thavespottedherinthedim-litroomotherwise.Shewasdressedallinblack,_ofcourseshewas_,butshesportedaloose-fittinghoodieandhadthehooddrawnoverherhead.Shealsoworelargerippedjeansandthefishnetstockingsthatheconsideredbrand-book",1
0,",bynow.Andthewholeensemblewasalltiedtogetherbyalargepairofflysunglassesthatcoveredmorethanhalfherface.Thislookwasabitmorefamiliartohimthanthosesuitshadbeenandhefounditslightlyendearing.Itwasveryher._What?Endearing?Getagriponyourself!_‘Iswearby",1
0,"’sballsthatyouaren’teventrying,’shesighedasshepointedherhandathisclothes.‘Comingintoaclub,dressedlikethat.Couldyoubeanymoreobvious?Nottomentionit’stwentypast.WhatdidI_specifically_tellyou?’‘Well,I’msorry.IgotheresoonerthanIthought.’Thefactthatthereasonbehindthathadbeenthathewantedtomakesurenothinghadhappenedtoherwasnevermentionedintheconversation.‘Well,you’reherenow.Sitdown.’Hesatdown.Andthenlookedatherwaitingforhertosaysomethingmore_.Anything,really_.Shedidn’t.‘Ialwayswonderedaboutthat,youknow,’hesaidashefiddledwithoneofthecoastersonthetable.Itwassticky.Itdidn’tmattersincehewantedtokeephishandsoccupied.‘Boutwhat?’‘Thatexpression.",1
0,sballs.Averyspecificthingtobementioning.Alwaysstuckmeasodd.’‘Oh.Thatwasaratherdulldayonthejob.And,1
0,"wasbeingacuntandwethoughlet’sbringhimdownapeg.Justsortofhappened,Isuppose.Hewasverypissedaboutitwhenitstartedtakingoverhereaswell.Sulkedforayear.Hah.We’reverygoodatannoyingtheshitoutofeachotherdownthere.’‘Ibetyouare.Comeswiththejob,",1
0,"Shethrewhimawitheringlookbutquicklyrealisedthatwasabitlostonhim,whatwiththesunglassesandall.Shecouldn’tmakeoutifhemeantitasaninsultoracompliment.‘So.Caretotellmewhatwe’redoing?Whatthisis?WhythefuckI’mbeingfiguredinHeaven’sRecordsandespeciallysincewhenissomesodcalledRaphaelwithanevenbiggerstickshoveduphisarsethanyoupickingupyourphonecallsandhangingupthephoneonme?’‘Well….rememberwhenItoldyou",1
0,toldmetostaydownhereformyowngood?’‘,1
0,",that’sabitonthenose.",1
0,"nevergaveashitaboutanyoneelseratherthanherself.Caredabouteverythingelsebutherselfmaybeabitlessthanthedirtunderherpinkiefinger.Notthattherewouldbeanydirtthere.’‘WhyareyousosetuponMichael?Doyouevenrememberheratall?Yousaidyoudidn’t…’‘Noneedtorubitin,yougit,",1
0,saidasshecrossedherhandsoverherchestandstartedstaringattheceiling.‘,1
0,"agutfeeling,Isuppose.Idon’ttrusther.NotthatIgoontrustingmanyangelsingeneral.’‘Itseemsyourgutfeelingwasright,then.RaphaelandJophielapproachedmetotellmesheisgettingabitpowerhungry.Andquitealotoflittlerebellionsarequenchedallaround.Andtheyaskedformyhelp.’‘Sowhydotheyhaveapicturewithus,then?Iftheywantyoutohelpthem.’‘",1
0,"Youmeanextortion.’‘I…Iguess,yeah.’‘",1
0,"tyouallalovelybunch.HavehalfamindtointroduceyoutothatcumstainSamael.You’dallhititalonglikeahouseonfire.Angelsresortingtoextortion.Fancythat.Whatnext,demonspreventing-’Shestoppedherselfshortandstartedlaughinghysterically.‘",1
0,"thathappenedalready,huh?’‘Yeah,well,nothingisatitshouldbeanymore.SeraphsandCherubsarepersonallycalledout.AndIhavetostaydownhere.Probablyabitofathreat.Oratleastthat’swhat",1
0,"seemstothink,accordingto",1
0,"Andyoutrustthebastard?Afterpullingthatshitonyou?You’reevendafterthanIthought.’‘Idon’ttrusthim,ofcourseIdon’t!ButItrustJoph.AndtheydidhavePravuilpullthatoutofthe",1
0,whatyou’resayingisthat,1
0,"andalltheothershavenoideaaboutallthis?It’sjusttwomeaslyangelsoutofthewholebunch?IcansummonHellfire,you_are_aware?’‘Whatareyou…_no_!Weain'tdoingthat!’‘What?It’llsolveallourproblems.’‘No!That’s....no!’",1
0,"threwhimaLook.‘Youwereofa_very_differentopinionfourmonthsago.’‘Well…I…IguessIwaswrong,nowwasn'tI?Didn'tthewholethingprovemewrong?Andplus,spendingtimedownhereprovedquite…insightful.’‘Dotell.’‘Well,thishumanitythinggrewonme.Theclothesarenice.Andsoarethedevices.Andwell…maybeIwasabittoorashaboutAziraphale.Hegottoexperienceallofitforquitealongtime.Nowonderhewantedtopreserveit.AfterthelastfourmonthsspentdownhereIcansayIsympathisewithcaringabouttheEarthanddoingwhathecantokeepitgoing.’_Caringaboutcertaindemonswasverymuchleftoutoftheequation_.‘Funnyyoushouldsaythat.’‘Isit?’‘Figureofspeech.GuessIfeelthesameaboutthebit.Andmaybethosetraitorousshitswererightallalong,eh?BigGwouldhaveintervenedifShewantedittoend,wouldn’tShe?’‘Iguess?Idon’tknowanymore,Bee.Nothingisasitshouldbe.’‘Oooh,areyouquestioningGod,Gabe?Hownaughtyofyou,’shedrawledwithasmirk.‘I’mnot…Idon’tknow.I…thisisallsomessedup.WhatamIevendoingsittinginanightclubacrossfromademontobeginwith?’",1
0,",asIseemtorecallit,itwasyouwhocameupwiththeinvitationforastart.Youcangetupandleaveatanytime,noone’sforcingyoutostayhereifyoufindthecompanysoabhorrent.’‘That’tthething.Idon’t.",1
0,"tknowwhy,butIreallydon’t.Itwasmeeachandeverytimethatreachedouttoyouinthepark.WhydidIdothat?’‘",1
0,"tanswerthatquestionforyou,nowcanI?Sowhatarewedoing,nowthatyoudevelopedamoralfibre?’‘I’llgoalongwiththeirplan,Ithink.ButIreallydon’twantthattostopusfrommeetingup.Wewouldhavetokeepitasecret,",1
0,sfacewasexpressionlessbehindherhugesunglassesbut,1
0,"realisedthatsomethinghehadsaidhadbeensomethingvery_very_wrongjudgingbythesetofherjaw.Shedrummedherfingersonthetableassheseemedtomakeuphermindaboutsomething.‘Wellthen.AsIwassaying,haveashitrestofEternity.I’mnotwaitingaroundtobedousedinabucketofHolyWaterforsomesecretmeetingswithyouindimlylitclubs.It’sbeen…notawfullyniceknowingyou.Sinceyou’reatotalwanker.I’moff.’‘Whatdoyoumean_off_?’hegrabbedherhandasshegotupfromthetable._Heshoulddefinitelystopdoingthat._‘ImeanI’mnotriskingmyskinonlyformetobeadirtylittlesecretandyoutobetoomuchofawusstoactuallydoanythingaboutthepeoplewhotriedtoextortyouintosayingyestoopposingMichael.Notthatsheshouldn’tbeopposed.She’sacunt.Butstill.MaybeI’lltakeonvideogames.Drinkingwasalwaysalaugh.Let_go_,",1
0,"Helookeddownathishandandforthefirsttimedidn’tfighttheurgetokeephishandrightthere._Wasthisagoodidea?__No,probablynot._Butthenagain",1
